X,Y,OBJECTID,LATITUDE,LONGITUDE,Count_,Name,HAB_ID,Location,SAMPLE_DATE,SAMPLE_DEPTH,PROOF_DATE
-82.592396588249144,27.826064813039565,17403,27.82607,-82.5924,1333,Karenia brevis,HABW160217-062,"Ross Island; S end of (Middle Tampa Bay)",2016-02-17T00:00:00.000Z,0.5,2016-04-14T00:00:00.000Z
-82.586096589973891,27.824224812724552,17404,27.82423,-82.5861,2000,Karenia brevis,HABW160217-063,"Ross Island; SE of (Middle Tampa Bay)",2016-02-17T00:00:00.000Z,0.5,2016-04-14T00:00:00.000Z
-82.628196579531902,27.756824830374548,17405,27.75683,-82.6282,6000,Karenia brevis,HABW160217-064,"Lassing Park; NE of (Middle Tampa Bay)",2016-02-17T00:00:00.000Z,0.5,2016-04-14T00:00:00.000Z
-82.577896607262005,27.331594932353802,17406,27.3316,-82.5779,41000,Karenia brevis,HABW160217-065,Bay Dock (Sarasota Bay),2016-02-17T00:00:00.000Z,0.5,2016-04-28T00:00:00.000Z
-82.579376606845415,27.33374493184111,17407,27.33375,-82.57938,182000,Karenia brevis,HABW160217-066,New Pass Dock (Sarasota Bay),2016-02-17T00:00:00.000Z,0.5,2016-04-28T00:00:00.000Z
-82.583816589425993,27.877314800888833,17408,27.87732,-82.58382,0,Karenia brevis,HABW160218-001,"Gandy Bridge; west span (Tampa Bay)",2016-02-17T00:00:00.000Z,0.5,2016-03-31T00:00:00.000Z
-85.237662764922959,29.682994448310751,17409,29.683,-85.237667,0,Karenia brevis,HABW160218-018,"Neptune Street; N of (Indian Lagoon)",2016-02-17T00:00:00.000Z,0.5,2016-04-28T00:00:00.000Z
-84.963328845657102,29.621994454539632,17410,29.622,-84.963333,0,Karenia brevis,HABW160218-019,"Sikes Cut; N of (Apalachicola Bay)",2016-02-17T00:00:00.000Z,0.5,2016-04-28T00:00:00.000Z
-85.111828799997525,29.711161437660717,17411,29.711167,-85.111833,0,Karenia brevis,HABW160218-020,"Paradise Point; 2 mi NW of (St. Vincent Sound)",2016-02-17T00:00:00.000Z,0.5,2016-04-28T00:00:00.000Z
-80.765687096039656,28.528104596309134,17412,28.52811,-80.76569,0,Karenia brevis,HABW160218-021,"NASA Causeway; N of (Indian River)",2016-02-17T00:00:00.000Z,0.5,2016-04-13T00:00:00.000Z
-80.780597090580343,28.58079458444233,17413,28.5808,-80.7806,0,Karenia brevis,HABW160218-022,"Menzo Park; 1.1 mi E of (Indian River)",2016-02-17T00:00:00.000Z,0.5,2016-04-13T00:00:00.000Z
-80.794737084293786,28.607954577765469,17414,28.60796,-80.79474,0,Karenia brevis,HABW160218-023,"Space View Park; SE of (Indian River)",2016-02-17T00:00:00.000Z,0.5,2016-04-13T00:00:00.000Z
-80.804887078620439,28.692824557416106,17415,28.69283,-80.80489,0,Karenia brevis,HABW160218-024,"Black Point; 1.2 mi NW of (Indian River)",2016-02-17T00:00:00.000Z,0.5,2016-04-13T00:00:00.000Z
-80.739717107501264,28.422394621411559,17416,28.4224,-80.73972,0,Karenia brevis,HABW160218-025,"Bennett Causeway; 1.4 mi N of (Indian River)",2016-02-17T00:00:00.000Z,0.5,2016-04-13T00:00:00.000Z
-82.683946571341721,27.514764891270694,17417,27.51477,-82.68395,178600,Karenia brevis,HABW160218-026,Mead Point (Lower Tampa Bay),2016-02-17T00:00:00.000Z,0.5,2016-04-01T00:00:00.000Z
-82.703996566038029,27.52982788794823,17418,27.529833,-82.704,81182,Karenia brevis,HABW160218-027,"School Key; NE of (Lower Tampa Bay)",2016-02-17T00:00:00.000Z,0.5,2016-04-01T00:00:00.000Z
-82.62906358493511,27.592744870893732,17419,27.59275,-82.629067,80000,Karenia brevis,HABW160218-028,"South Skyway Causeway; NE end of (Lower Tampa Bay)",2016-02-17T00:00:00.000Z,0.5,2016-04-01T00:00:00.000Z
-82.618946587525443,27.587427871100232,17420,27.587433,-82.61895,155000,Karenia brevis,HABW160218-029,"South Skyway Rest Area; NW of (Lower Tampa Bay)",2016-02-17T00:00:00.000Z,0.5,2016-04-01T00:00:00.000Z
-82.578196598752825,27.632611859346085,17421,27.632617,-82.5782,62000,Karenia brevis,HABW160218-030,"Little Redfish Creek; 1.1 mi NW of (Lower Tampa Bay)",2016-02-17T00:00:00.000Z,0.5,2016-04-01T00:00:00.000Z
-82.605496591578358,27.596694869164395,17422,27.5967,-82.6055,13667,Karenia brevis,HABW160218-031,"Joe Island; NW of (Lower Tampa Bay)",2016-02-17T00:00:00.000Z,0.5,2016-04-01T00:00:00.000Z
-83.128663385506243,29.231327492009626,17423,29.231333,-83.128667,0,Karenia brevis,HABW160218-032,"Deer Island; 2.9 mi W of (Suwanee Sound)",2016-02-17T00:00:00.000Z,0.5,2016-04-01T00:00:00.000Z
-83.223996353025001,29.382827459833489,17424,29.382833,-83.224,0,Karenia brevis,HABW160218-034,"Big Pine Island; 1.3 mi W of",2016-02-17T00:00:00.000Z,0.5,2016-08-12T00:00:00.000Z
-83.307329327636126,29.409994454965755,17425,29.41,-83.307333,0,Karenia brevis,HABW160218-035,"Cotton Island; 2 mi SW of",2016-02-17T00:00:00.000Z,0.5,2016-04-01T00:00:00.000Z
-83.350829312818348,29.48632743872621,17426,29.486333,-83.350833,0,Karenia brevis,HABW160218-036,"Little Grassy Island; E of",2016-02-17T00:00:00.000Z,0.5,2016-04-01T00:00:00.000Z
-80.613997154056733,28.103627696117211,17427,28.103633,-80.614,0,Karenia brevis,HABW160218-037,"NE Dixie Highway; E of (Indian River)",2016-02-17T00:00:00.000Z,0.4,2016-04-15T00:00:00.000Z
-80.627680146937365,28.190611675378292,17428,28.190617,-80.627683,0,Karenia brevis,HABW160218-038,"Tropical Island; E of (Banana River)",2016-02-17T00:00:00.000Z,0.6,2016-04-15T00:00:00.000Z
-82.194496742639387,26.526355120891719,17429,26.52636,-82.1945,0,Karenia brevis,HABW160218-039,South Seas Plantation Entrance,2016-02-17T00:00:00.000Z,0.5,2016-08-12T00:00:00.000Z
-82.080116778185143,26.423085143838367,17430,26.42309,-82.08012,0,Karenia brevis,HABW160218-040,Tarpon Road Beach,2016-02-17T00:00:00.000Z,0.5,2016-03-31T00:00:00.000Z
-82.01542679578688,26.451565135308162,17431,26.45157,-82.01543,0,Karenia brevis,HABW160218-041,Lighthouse Beach,2016-02-17T00:00:00.000Z,0.5,2016-03-31T00:00:00.000Z
-81.957756812262403,26.453975133759677,17432,26.45398,-81.95776,0,Karenia brevis,HABW160218-042,Lynn Hall Park,2016-02-17T00:00:00.000Z,0.5,2016-03-31T00:00:00.000Z
-81.879496836961437,26.390095148480651,17433,26.3901,-81.8795,0,Karenia brevis,HABW160218-043,Lovers Key State Park,2016-02-17T00:00:00.000Z,0.5,2016-03-31T00:00:00.000Z
-81.845736848721998,26.331045162168227,17434,26.33105,-81.84574,0,Karenia brevis,HABW160218-044,Bonita Beach Park,2016-02-17T00:00:00.000Z,0.5,2016-03-31T00:00:00.000Z
-81.823766856921182,26.25374518118042,17435,26.25375,-81.82377,0,Karenia brevis,HABW160218-045,Vanderbilt Beach,2016-02-17T00:00:00.000Z,0.5,2016-03-31T00:00:00.000Z
-81.816896860530164,26.207295192178606,17436,26.2073,-81.8169,0,Karenia brevis,HABW160218-046,Seagate,2016-02-17T00:00:00.000Z,0.5,2016-03-31T00:00:00.000Z
-81.806296865941675,26.131625211062172,17437,26.13163,-81.8063,0,Karenia brevis,HABW160218-047,Naples Pier,2016-02-17T00:00:00.000Z,0.5,2016-03-31T00:00:00.000Z
-81.728046893381389,25.911645264664013,17438,25.91165,-81.72805,333,Karenia brevis,HABW160218-048,South Marco Beach,2016-02-17T00:00:00.000Z,0.5,2016-03-31T00:00:00.000Z
-82.361886681878374,26.924665026639541,17439,26.92467,-82.36189,9333,Karenia brevis,HABW160218-054,Englewood Beach,2016-02-17T00:00:00.000Z,0.5,2016-08-17T00:00:00.000Z
-82.274146710823899,26.805615054080398,17440,26.80562,-82.27415,667,Karenia brevis,HABW160218-055,Boca Grande Pier (Gasparilla Sound),2016-02-17T00:00:00.000Z,0.5,2016-08-17T00:00:00.000Z
-82.717496530772792,28.486661657730821,17441,28.486667,-82.7175,0,Karenia brevis,HABW160218-057,"Gomez Rock; SE of",2016-02-17T00:00:00.000Z,0.5,2016-03-31T00:00:00.000Z
-82.492996650995138,26.714995082368233,17442,26.715,-82.493,0,Karenia brevis,HABW160218-058,"Boca Grande Pass; 14 miles W of",2016-02-17T00:00:00.000Z,0.5,2016-08-17T00:00:00.000Z
-82.456663660508212,26.716662080129314,17443,26.716667,-82.456667,333,Karenia brevis,HABW160218-059,"Boca Grande Pass; 12 miles W of",2016-02-17T00:00:00.000Z,0.5,2016-08-17T00:00:00.000Z
-82.598329620239255,26.706662086738724,17444,26.706667,-82.598333,0,Karenia brevis,HABW160218-060,"Boca Grande Pass; 21 miles W of",2016-02-17T00:00:00.000Z,0.5,2016-08-17T00:00:00.000Z
-81.263096911745933,29.668214336719075,17445,29.66822,-81.2631,0,Karenia brevis,HABW160219-005,Faver-Dykes (Pellicer Creek),2016-02-17T00:00:00.000Z,0.2,2016-04-25T00:00:00.000Z
-81.244696913817435,29.742694319577577,17446,29.7427,-81.2447,0,Karenia brevis,HABW160219-006,Fort Matanzas (Matanzas Bay),2016-02-17T00:00:00.000Z,0.2,2016-04-25T00:00:00.000Z
-81.307696890281775,29.869394291203221,17447,29.8694,-81.3077,0,Karenia brevis,HABW160219-007,San Sebastian (Matanzas River),2016-02-17T00:00:00.000Z,0.2,2016-04-25T00:00:00.000Z
-81.366896866431844,30.051594249688218,17448,30.0516,-81.3669,0,Karenia brevis,HABW160219-008,"Pine Island; S of (Tolomato River)",2016-02-17T00:00:00.000Z,0.2,2016-04-25T00:00:00.000Z
-85.66657562788842,30.090164368156696,17449,30.09017,-85.66658,0,Karenia brevis,HABW160219-015,"Spanish Ante; E of (St. Andrew Bay)",2016-02-17T00:00:00.000Z,0.5,2018-05-03T00:00:00.000Z
-85.71249561336063,30.141494358239765,17450,30.1415,-85.7125,0,Karenia brevis,HABW160219-016,Delwood Beach (St. Andrew Bay),2016-02-17T00:00:00.000Z,0.5,2018-05-03T00:00:00.000Z
-85.676825623570835,30.136327358313366,17451,30.136333,-85.67683,0,Karenia brevis,HABW160219-017,"Redfish Point; SW of (St. Andrew Bay)",2016-02-17T00:00:00.000Z,0.5,2018-05-03T00:00:00.000Z
-85.681995622965374,30.113664363257481,17452,30.11367,-85.682,0,Karenia brevis,HABW160219-018,"Davis Point; SE of (St. Andrew Bay)",2016-02-17T00:00:00.000Z,0.5,2018-05-03T00:00:00.000Z
-85.622655639886688,30.077494369701952,17453,30.0775,-85.62266,0,Karenia brevis,HABW160219-019,"Tyndall AFB; NE of (St. Andrew Bay)",2016-02-17T00:00:00.000Z,0.5,2018-05-03T00:00:00.000Z
-85.756665596217729,30.233324338057052,17454,30.23333,-85.75667,0,Karenia brevis,HABW160219-020,"Harrison Bayou; NE of (West Bay)",2016-02-17T00:00:00.000Z,0.5,2018-05-04T00:00:00.000Z
-85.619195639331039,30.121664359546145,17455,30.12167,-85.6192,0,Karenia brevis,HABW160219-021,"Ferry Point; S of (East Bay)",2016-02-17T00:00:00.000Z,0.5,2018-05-04T00:00:00.000Z
-85.534995663808274,30.118324357571684,17456,30.11833,-85.535,0,Karenia brevis,HABW160219-023,"Laird Point; SW of (East Bay)",2016-02-17T00:00:00.000Z,0.5,2018-05-04T00:00:00.000Z
-86.586995353759036,30.420494322124551,17457,30.4205,-86.587,0,Karenia brevis,HABW160219-027,"Lake Earl; E of (Choctawhatchee Bay)",2016-02-17T00:00:00.000Z,0.5,2018-05-04T00:00:00.000Z
-86.538495369061607,30.395324327168687,17458,30.39533,-86.5385,0,Karenia brevis,HABW160219-028,"USCG Station; NW of (Choctawhatchee Bay)",2016-02-17T00:00:00.000Z,0.5,2018-05-04T00:00:00.000Z
-86.486165381217717,30.462494309623374,17459,30.4625,-86.48617,0,Karenia brevis,HABW160219-029,Buccaroo Point (Choctawhatchee Bay),2016-02-17T00:00:00.000Z,0.5,2018-05-04T00:00:00.000Z
-86.426165397814955,30.457664309242571,17460,30.45767,-86.42617,0,Karenia brevis,HABW160219-030,"White Point; NW of (Choctawhatchee Bay)",2016-02-17T00:00:00.000Z,0.5,2018-05-04T00:00:00.000Z
-81.011797124973199,24.984165483761238,17461,24.98417,-81.0118,0,Karenia brevis,HABW160226-005,"Sandy Key; 3.4 mi S of",2016-02-17T00:00:00.000Z,0.2,2016-03-15T00:00:00.000Z
-80.987367132699433,24.960375488944489,17462,24.96038,-80.98737,0,Karenia brevis,HABW160226-006,"Sandy Key; 5.2 mi SW of",2016-02-17T00:00:00.000Z,0.2,2016-03-15T00:00:00.000Z
-80.965297139542841,24.938145494952952,17463,24.93815,-80.9653,0,Karenia brevis,HABW160226-007,"Upper Arsnicker Keys; 8.5 mi NW of",2016-02-17T00:00:00.000Z,0.2,2016-03-15T00:00:00.000Z
-80.942997146232528,24.915895500263037,17464,24.9159,-80.943,0,Karenia brevis,HABW160226-008,"Lower Arsnicker Keys; 7.2 mi W of",2016-02-17T00:00:00.000Z,0.2,2016-03-15T00:00:00.000Z
-80.300113329660803,25.100162439781638,17465,25.100167,-80.300116,0,Karenia brevis,HABW160304-012,"Radabob Key; 6.5 mi E of",2016-02-17T00:00:00.000Z,0.5,2016-03-25T00:00:00.000Z
-82.158829741544565,26.911662025430555,17466,26.911667,-82.158833,0,Karenia brevis,HABW160219-001,"Hog Island; S of (Charlotte Harbor)",2016-02-18T00:00:00.000Z,0.5,2016-04-14T00:00:00.000Z
-82.064496777701763,26.585695104492086,17467,26.5857,-82.0645,0,Karenia brevis,HABW160219-002,"McCardle Island; SW of (Matlacha Pass)",2016-02-18T00:00:00.000Z,0.5,2016-04-14T00:00:00.000Z
-82.047496785278923,26.500273124038632,17468,26.500278,-82.0475,0,Karenia brevis,HABW160219-003,"Merwin Key; W of (San Carlos Bay)",2016-02-18T00:00:00.000Z,0.5,2016-04-14T00:00:00.000Z
-82.120796757654404,26.700295076519861,17469,26.7003,-82.1208,0,Karenia brevis,HABW160219-004,"Jug Creek Point; E of (Matlacha Pass)",2016-02-18T00:00:00.000Z,0.5,2016-04-14T00:00:00.000Z
-82.577896607262005,27.331594932353802,17470,27.3316,-82.5779,1000,Karenia brevis,HABW160219-022,Bay Dock (Sarasota Bay),2016-02-18T00:00:00.000Z,0.5,2016-04-25T00:00:00.000Z
-82.579376606845415,27.33374493184111,17471,27.33375,-82.57938,9000,Karenia brevis,HABW160219-024,New Pass Dock (Sarasota Bay),2016-02-18T00:00:00.000Z,0.5,2016-04-25T00:00:00.000Z
-87.406165129421609,30.308324373287022,17472,30.30833,-87.40617,0,Karenia brevis,HABW160219-031,"Big Lagoon State Park; S of (Big Lagoon)",2016-02-18T00:00:00.000Z,0.5,2018-05-04T00:00:00.000Z
-87.32616515155128,30.322324368024706,17473,30.32233,-87.32617,0,Karenia brevis,HABW160219-032,"Spanish Point; NE of (Big Lagoon)",2016-02-18T00:00:00.000Z,0.5,2018-05-04T00:00:00.000Z
-87.178325192145039,30.348324357029867,17474,30.34833,-87.17833,0,Karenia brevis,HABW160219-033,"Shoreline Park; S of (English Navy Cove)",2016-02-18T00:00:00.000Z,0.5,2018-05-04T00:00:00.000Z
-87.052825226232116,30.354994351750783,17475,30.355,-87.05283,0,Karenia brevis,HABW160219-034,"Big Sabine Point; W of (Santa Rosa Sound)",2016-02-18T00:00:00.000Z,0.5,2018-05-04T00:00:00.000Z
-86.922325260803987,30.394994338940954,17476,30.395,-86.92233,0,Karenia brevis,HABW160219-035,"Leewood Lane; S of (Santa Rosa Sound)",2016-02-18T00:00:00.000Z,0.5,2018-05-04T00:00:00.000Z
-84.562825949153606,29.882494382639813,17477,29.8825,-84.56283,0,Karenia brevis,HABW160219-036,"Crooked River Road; S of (St. George Sound)",2016-02-18T00:00:00.000Z,0.5,2018-05-04T00:00:00.000Z
-84.555325950779107,29.895324379442901,17478,29.89533,-84.55533,0,Karenia brevis,HABW160219-037,"Royal Tern Way; S of (St. George Sound)",2016-02-18T00:00:00.000Z,0.5,2018-05-04T00:00:00.000Z
-84.52616595842855,29.909164375049212,17479,29.90917,-84.52617,0,Karenia brevis,HABW160219-038,"Firefly Circle; SW of (St. George Sound)",2016-02-18T00:00:00.000Z,0.5,2018-05-04T00:00:00.000Z
-84.499825966401048,29.909164374270524,17480,29.90917,-84.49983,0,Karenia brevis,HABW160219-039,"Turkey Point; W of (St. George Sound)",2016-02-18T00:00:00.000Z,0.5,2018-05-04T00:00:00.000Z
